,NEIGHBORHOOD,building_category,building_class,zip_code,total_unit,square_feet,house_age,price
9830,MORNINGSIDE HEIGHTS,10,D4,10027,2.3948661722025153,4256.917964482139,60.0,620000.0
61552,GLEN OAKS,10,D4,11005,2.3948661722025153,4256.917964482139,45.0,650000.0
18443,BAYCHESTER,01,A5,10469,1.0,1260.0,56.0,320000.0
53833,CORONA,07,C1,11368,7.0,5445.0,86.0,1100000.0
78447,GREAT KILLS,01,A2,10308,1.0,850.0,57.0,105553.0
74059,ST. ALBANS,01,A1,11412,1.0,1986.0,96.0,525000.0
71398,ROSEDALE,01,A2,11422,1.0,1125.0,61.0,461500.0
73696,SPRINGFIELD GARDENS,02,B3,11434,2.0,1387.0,66.59317639471138,870000.0
7468,MIDTOWN CBD,45,RH,10022,1.0,4256.917964482139,114.0,203094.0
12863,UPPER EAST SIDE (59-79),13,R4,10065,1.0,4256.917964482139,50.0,2047000.0
30788,BROOKLYN HEIGHTS,10,D4,11201,2.3948661722025153,4256.917964482139,87.0,1300000.0
62814,HOLLIS HILLS,10,D4,11364,2.3948661722025153,4256.917964482139,60.0,260000.0
31646,BUSHWICK,02,B1,11207,2.0,2160.0,107.0,830000.0
72457,SOUTH JAMAICA,01,A5,11435,1.0,924.0,72.0,280000.0
28158,BENSONHURST,02,B3,11228,2.0,1683.0,66.0,750000.0
34593,CROWN HEIGHTS,12,R2,11216,1.0,4256.917964482139,102.0,580000.0
33892,CONEY ISLAND,13,R4,11224,1.0,4256.917964482139,53.0,540000.0
50488,ASTORIA,13,R4,11106,1.0,4256.917964482139,1.0,692410.0
25671,BAY RIDGE,01,A5,11209,1.0,1700.0,92.0,1050000.0
44316,OLD MILL BASIN,02,B9,11234,2.0,2520.0,51.0,640000.0
28733,BOERUM HILL,04,R6,11217,1.0,4256.917964482139,2.0,1731025.0
33596,COBBLE HILL,15,R1,11201,1.0,4256.917964482139,116.0,850000.0
81621,PORT RICHMOND,01,A1,10302,1.0,1264.0,92.0,414500.0
12902,UPPER EAST SIDE (59-79),13,R4,10065,1.0,4256.917964482139,66.0,1444785.0
21087,MORRIS PARK/VAN NEST,02,B2,10462,2.0,2868.0,107.0,629134.0
75011,WHITESTONE,01,A5,11357,1.0,1080.0,76.0,625000.0
7590,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,57.0,1385000.0
49839,ASTORIA,02,B3,11103,2.0,1824.0,51.0,725000.0
72071,SO. JAMAICA-BAISLEY PARK,01,A0,11434,1.0,1479.0,71.0,458000.0
13082,UPPER EAST SIDE (59-79),13,R4,10021,1.0,4256.917964482139,33.0,750000.0
58952,FLUSHING-NORTH,43,RB,11354,1.0,4256.917964482139,3.0,1767909.0
1863,EAST VILLAGE,10,D4,10003,2.3948661722025153,4256.917964482139,89.0,1680000.0
32784,CANARSIE,04,R3,11236,1.0,4256.917964482139,30.0,315000.0
81626,PORT RICHMOND,01,V0,10302,1.0,4256.917964482139,106.0,480000.0
56973,FLUSHING-NORTH,02,B3,11358,2.0,1664.0,86.0,1200000.0
2126,FINANCIAL,13,R4,10004,1.0,4256.917964482139,86.0,625000.0
74494,ST. ALBANS,02,B3,11412,2.0,1596.0,86.0,313750.0
53753,CORONA,03,C0,11368,3.0,1402.0,96.0,500000.0
71618,ROSEDALE,02,B3,11413,2.0,1443.0,61.0,620000.0
54886,ELMHURST,03,C0,11373,3.0,3360.0,92.0,1430000.0
50586,ASTORIA,17,R9,11105,2.3948661722025153,4256.917964482139,85.0,320000.0
82971,STAPLETON,03,C0,10304,3.0,1840.0,146.0,600000.0
54278,DOUGLASTON,09,C6,11362,2.3948661722025153,4256.917964482139,64.0,275000.0
47850,WILLIAMSBURG-EAST,02,B9,11211,2.0,1644.0,115.0,1575000.0
24733,WESTCHESTER,02,B2,10462,2.0,2260.0,115.0,340000.0
77329,CLOVE LAKES,10,D4,10301,2.3948661722025153,4256.917964482139,50.0,155000.0
65557,LAURELTON,01,A5,11413,1.0,1456.0,87.0,445000.0
31195,BROWNSVILLE,02,B1,11212,2.0,1760.0,87.0,400000.0
63159,HOWARD BEACH,01,A2,11414,1.0,672.0,96.0,305000.0
20790,MELROSE/CONCOURSE,02,B1,10456,2.0,2576.0,87.0,335000.0
155,ALPHABET CITY,13,R4,10009,1.0,4256.917964482139,2.0,1495000.0
58566,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,1.0,757311.0
77735,ELTINGVILLE,01,A5,10312,1.0,2176.0,25.0,500000.0
72412,SOUTH JAMAICA,01,A1,11433,1.0,995.0,97.0,240000.0
60878,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,51.0,275000.0
24368,THROGS NECK,02,B1,10465,2.0,4050.0,17.0,669000.0
20968,MELROSE/CONCOURSE,10,D4,10451,2.3948661722025153,4256.917964482139,89.0,272000.0
77769,ELTINGVILLE,01,A5,10312,1.0,736.0,29.0,336000.0
855,CHELSEA,17,R9,10011,2.3948661722025153,4256.917964482139,84.0,1037462.0
48436,WILLIAMSBURG-NORTH,13,R4,11211,1.0,4256.917964482139,10.0,1517000.0
78962,GREAT KILLS,04,R3,10308,1.0,4256.917964482139,1.0,449000.0
22914,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,59.0,292500.0
72347,SOUTH JAMAICA,01,A1,11433,1.0,1120.0,97.0,161500.0
28817,BOERUM HILL,13,R4,11217,1.0,4256.917964482139,1.0,95000.0
37711,FLATBUSH-CENTRAL,44,RG,11230,1.0,4256.917964482139,7.0,26000.0
33908,CONEY ISLAND,13,R4,11224,1.0,4256.917964482139,52.0,550000.0
41931,MARINE PARK,01,A5,11234,1.0,2064.0,87.0,740000.0
55071,ELMHURST,10,D4,11373,2.3948661722025153,4256.917964482139,90.0,430950.0
9372,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,37.0,1360257.0
80935,NEW SPRINGVILLE,02,B2,10314,2.0,2492.0,47.0,800000.0
31145,BROWNSVILLE,02,B1,11212,2.0,2360.0,86.0,600000.0
13628,UPPER EAST SIDE (79-96),10,D4,10028,2.3948661722025153,4256.917964482139,103.0,850000.0
76283,ANNADALE,02,B2,10312,2.0,4256.917964482139,1.0,834965.0
47724,WILLIAMSBURG-CENTRAL,13,R4,11205,1.0,4256.917964482139,7.0,699750.0
18956,BEDFORD PARK/NORWOOD,10,D4,10458,2.3948661722025153,4256.917964482139,56.0,175000.0
50541,ASTORIA,13,R4,11102,1.0,4256.917964482139,28.0,390000.0
77981,ELTINGVILLE,02,B1,10312,2.0,3026.0,1.0,966319.0
62008,GLENDALE,10,D4,11421,2.3948661722025153,4256.917964482139,62.0,176000.0
12065,UPPER EAST SIDE (59-79),10,D4,10065,2.3948661722025153,4256.917964482139,108.0,2300000.0
39949,GRAVESEND,01,A5,11223,1.0,1238.0,106.0,820000.0
51875,BAYSIDE,13,R4,11360,1.0,4256.917964482139,44.0,617000.0
58020,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,3.0,844129.0
60945,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,77.0,172000.0
71401,ROSEDALE,01,A1,11422,1.0,1760.0,13.0,427750.0
69347,REGO PARK,02,B1,11374,2.0,2042.0,15.0,945000.0
8283,MIDTOWN EAST,13,R4,10017,1.0,4256.917964482139,38.0,592500.0
39069,FLATBUSH-NORTH,13,R4,11213,1.0,4256.917964482139,22.0,543375.0
77319,CLOVE LAKES,02,B1,10310,2.0,1431.0,61.0,622000.0
56308,FLUSHING-NORTH,01,A1,11358,1.0,1396.0,97.0,838888.0
59424,FLUSHING-SOUTH,01,A1,11366,1.0,2140.0,81.0,825000.0
10334,MURRAY HILL,13,R4,10016,1.0,4256.917964482139,53.0,600000.0
71740,SO. JAMAICA-BAISLEY PARK,01,A1,11436,1.0,1360.0,96.0,225615.0
67566,MIDDLE VILLAGE,13,R4,11379,1.0,4256.917964482139,9.0,380000.0
47690,WILLIAMSBURG-CENTRAL,13,R4,11206,1.0,4256.917964482139,3.0,746853.0
11123,TRIBECA,13,R4,10280,1.0,4256.917964482139,32.0,1930000.0
12565,UPPER EAST SIDE (59-79),10,D4,10075,2.3948661722025153,4256.917964482139,97.0,636406.0
58946,FLUSHING-NORTH,43,RB,11354,1.0,4256.917964482139,3.0,1580403.0
64857,JAMAICA BAY,01,A2,11691,1.0,1170.0,61.0,377000.0
55433,FAR ROCKAWAY,01,A1,11691,1.0,2116.0,87.0,915000.0
31678,BUSHWICK,02,B2,11207,2.0,2100.0,116.0,895000.0
32830,CANARSIE,07,C2,11236,6.0,5560.0,97.0,882575.0
60552,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,68.0,245000.0
18798,BAYCHESTER,30,E1,10466,1.0,5500.0,96.0,625000.0
13328,UPPER EAST SIDE (59-79),17,R9,10065,2.3948661722025153,4256.917964482139,58.0,875000.0
67670,OAKLAND GARDENS,01,A0,11364,1.0,1112.0,62.0,1125000.0
2699,FLATIRON,10,D4,10016,2.3948661722025153,4256.917964482139,106.0,1325000.0
9433,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,86.0,710000.0
44719,PARK SLOPE,09,C6,11215,2.3948661722025153,4256.917964482139,107.0,685000.0
19217,BRONXDALE,02,B2,10469,2.0,1920.0,91.0,605000.0
70887,RIDGEWOOD,03,C0,11385,3.0,3300.0,115.0,995000.0
49642,ASTORIA,01,A1,11105,1.0,1036.0,97.0,720000.0
57954,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,3.0,962246.0
52561,BRIARWOOD,01,A1,11435,1.0,1584.0,76.0,304000.0
3316,GRAMERCY,10,D4,10010,2.3948661722025153,4256.917964482139,87.0,321500.0
60785,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,75.0,725000.0
30735,BROOKLYN HEIGHTS,09,C6,11201,2.3948661722025153,4256.917964482139,117.0,1975000.0
5532,HARLEM-CENTRAL,17,R9,10026,2.3948661722025153,4256.917964482139,17.0,425000.0
76330,ANNADALE,06,Z0,10312,1.0,2092.0,57.0,363000.0
72219,SO. JAMAICA-BAISLEY PARK,02,B3,11434,2.0,1216.0,81.0,739000.0
67647,OAKLAND GARDENS,01,A2,11364,1.0,1164.0,66.0,882000.0
78255,GRASMERE,04,R3,10304,1.0,4256.917964482139,36.0,488000.0
31524,BUSHWICK,02,B2,11221,2.0,2565.0,106.0,1140500.0
33732,CONEY ISLAND,01,A5,11224,1.0,1520.0,32.0,155000.0
53942,CORONA,10,D4,11368,2.3948661722025153,4256.917964482139,56.0,280000.0
42321,MIDWOOD,01,A9,11210,1.0,1280.0,87.0,690500.0
12328,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,55.0,875000.0
69617,REGO PARK,10,D4,11374,2.3948661722025153,4256.917964482139,64.0,370000.0
76917,BULLS HEAD,02,B2,10314,2.0,1884.0,2.0,609931.0
27000,BEDFORD STUYVESANT,03,C0,11221,3.0,3376.0,118.0,1112500.0
4947,HARLEM-CENTRAL,07,C5,10027,10.0,2736.0,107.0,1655000.0
68075,OZONE PARK,01,A1,11416,1.0,1344.0,112.0,465000.0
54084,DOUGLASTON,01,A2,11363,1.0,1624.0,87.0,1625000.0
309,CHELSEA,09,C6,10011,2.3948661722025153,4256.917964482139,112.0,1775000.0
24415,THROGS NECK,04,R3,10465,1.0,4256.917964482139,20.0,315000.0
14458,UPPER EAST SIDE (79-96),13,R4,10028,1.0,4256.917964482139,31.0,850000.0
3872,GREENWICH VILLAGE-CENTRAL,10,D4,10011,2.3948661722025153,4256.917964482139,56.0,865000.0
11791,UPPER EAST SIDE (59-79),09,C6,10075,2.3948661722025153,4256.917964482139,107.0,485000.0
76294,ANNADALE,02,B2,10312,2.0,4608.0,1.0,200000.0
73408,SPRINGFIELD GARDENS,01,A5,11434,1.0,1280.0,85.0,450000.0
72088,SO. JAMAICA-BAISLEY PARK,02,B3,11436,2.0,1120.0,96.0,200000.0
83614,WEST NEW BRIGHTON,01,A5,10301,1.0,1120.0,67.0,335000.0
54611,ELMHURST,01,V0,11373,1.0,4256.917964482139,96.0,175000.0
60605,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,67.0,230000.0
77864,ELTINGVILLE,01,A9,10312,1.0,2320.0,28.0,605000.0
57573,FLUSHING-NORTH,10,D4,11355,2.3948661722025153,4256.917964482139,59.0,248000.0
50254,ASTORIA,07,C3,11105,4.0,3420.0,91.0,1550000.0
9002,MIDTOWN WEST,10,D4,10036,2.3948661722025153,4256.917964482139,93.0,580000.0
407,CHELSEA,10,D4,10011,2.3948661722025153,4256.917964482139,76.0,1090000.0
35318,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,101.0,1700000.0
36440,EAST NEW YORK,02,B1,11208,2.0,1748.0,87.0,401397.0
26315,BAY RIDGE,10,D4,11209,2.3948661722025153,4256.917964482139,89.0,315000.0
68909,QUEENS VILLAGE,01,A1,11411,1.0,1024.0,86.0,215000.0
29189,BOROUGH PARK,02,S2,11204,3.0,3600.0,86.0,2500000.0
18954,BEDFORD PARK/NORWOOD,10,D4,10458,2.3948661722025153,4256.917964482139,67.0,156171.0
64194,JACKSON HEIGHTS,10,D4,11369,2.3948661722025153,4256.917964482139,65.0,220000.0
35325,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,101.0,1475000.0
6927,LOWER EAST SIDE,10,D4,10002,2.3948661722025153,4256.917964482139,68.0,599000.0
39338,FLATLANDS,10,D4,11234,2.3948661722025153,4256.917964482139,51.0,257500.0
33079,CARROLL GARDENS,15,R1,11231,1.0,4256.917964482139,117.0,1374637.0
55509,FAR ROCKAWAY,01,A2,11691,1.0,2594.0,96.0,653589.0
6103,HARLEM-UPPER,13,R4,10031,1.0,4256.917964482139,104.0,765000.0
68718,QUEENS VILLAGE,01,A1,11427,1.0,1296.0,97.0,565000.0
29689,BOROUGH PARK,04,R6,11219,1.0,4256.917964482139,1.0,1170987.0
23054,RIVERDALE,10,D4,10463,2.3948661722025153,4256.917964482139,63.0,470000.0
13982,UPPER EAST SIDE (79-96),10,D4,10075,2.3948661722025153,4256.917964482139,87.0,1395000.0
27602,BEDFORD STUYVESANT,13,R4,11216,1.0,4256.917964482139,14.0,255965.0
58073,FLUSHING-NORTH,13,R4,11354,1.0,4256.917964482139,12.0,628000.0
17629,UPPER WEST SIDE (96-116),10,D4,10025,2.3948661722025153,4256.917964482139,92.0,1821125.0
32373,CANARSIE,02,B1,11236,2.0,2496.0,77.0,680000.0
46093,SHEEPSHEAD BAY,02,B2,11235,2.0,2248.0,77.0,930000.0
11795,UPPER EAST SIDE (59-79),09,C6,10075,2.3948661722025153,4256.917964482139,107.0,350000.0
18233,WASHINGTON HEIGHTS UPPER,10,D4,10040,2.3948661722025153,4256.917964482139,77.0,465000.0
54485,EAST ELMHURST,02,B3,11369,2.0,1409.0,92.0,740000.0
5317,HARLEM-CENTRAL,13,R4,10027,1.0,4256.917964482139,4.0,1009085.0
37750,FLATBUSH-EAST,01,A5,11203,1.0,1566.0,62.0,479500.0
36168,DYKER HEIGHTS,07,C3,11228,4.0,2870.0,86.0,1320000.0
40308,GRAVESEND,03,C0,11223,3.0,2992.0,1.0,1352236.0
6715,LITTLE ITALY,13,R4,10012,1.0,4256.917964482139,102.0,2125000.0
34615,CROWN HEIGHTS,12,R2,11225,1.0,4256.917964482139,29.0,815000.0
49502,ARVERNE,02,B9,11692,2.0,1828.0,57.0,297609.0
25283,WOODLAWN,01,A1,10470,1.0,1036.0,106.0,415000.0
42675,MILL BASIN,01,A9,11234,1.0,2488.0,57.0,925000.0
61805,GLENDALE,02,B1,11385,2.0,2280.0,107.0,799000.0
1512,CLINTON,10,D4,10019,2.3948661722025153,4256.917964482139,60.0,410000.0
32226,CANARSIE,01,A2,11236,1.0,800.0,72.0,418000.0
7775,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,89.0,950000.0
10686,SOHO,10,D4,10014,2.3948661722025153,4256.917964482139,107.0,880000.0
75710,WOODSIDE,01,A1,11377,1.0,2499.0,92.0,735000.0
32267,CANARSIE,01,A1,11236,1.0,1344.0,86.0,543536.0
19804,COUNTRY CLUB,01,A1,10465,1.0,1700.0,86.0,550000.0
9105,MIDTOWN WEST,13,R4,10019,1.0,4256.917964482139,35.0,1798000.0
5398,HARLEM-CENTRAL,13,R4,10027,1.0,4256.917964482139,9.0,1180000.0
28517,BERGEN BEACH,01,A5,11234,1.0,2448.0,15.0,700000.0
32742,CANARSIE,03,C0,11236,3.0,2645.0,10.0,550000.0
53916,CORONA,10,D4,11368,2.3948661722025153,4256.917964482139,55.0,124000.0
5057,HARLEM-CENTRAL,10,D4,10026,2.3948661722025153,4256.917964482139,112.0,375000.0
14082,UPPER EAST SIDE (79-96),10,D4,10075,2.3948661722025153,4256.917964482139,97.0,589000.0
8632,MIDTOWN EAST,13,R4,10022,1.0,4256.917964482139,33.0,2239000.0
62224,HILLCREST,09,C6,11435,2.3948661722025153,4256.917964482139,70.0,210000.0
6384,KIPS BAY,13,R4,10010,1.0,4256.917964482139,9.0,2250000.0
73881,SPRINGFIELD GARDENS,03,C0,11434,3.0,1970.0,91.0,620000.0
84303,WILLOWBROOK,02,B9,10314,2.0,1993.0,31.0,500000.0
32225,CANARSIE,01,A1,11236,1.0,1376.0,92.0,380000.0
35986,DYKER HEIGHTS,02,B2,11219,2.0,2580.0,92.0,900000.0
14610,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,31.0,2749865.0
78613,GREAT KILLS,01,A5,10308,1.0,909.0,86.0,549888.0
19514,CASTLE HILL/UNIONPORT,02,B9,10473,2.0,1782.0,67.0,580000.0
49381,WYCKOFF HEIGHTS,14,S5,11237,6.0,4860.0,86.0,2200000.0
83337,TOTTENVILLE,01,A1,10307,1.0,2472.0,116.0,580000.0
42733,MILL BASIN,02,B2,11234,2.0,2226.0,52.0,778000.0
25347,WOODLAWN,10,D4,10470,2.3948661722025153,4256.917964482139,59.0,107000.0
38715,FLATBUSH-LEFFERTS GARDEN,10,D4,11225,2.3948661722025153,4256.917964482139,90.0,158000.0
39237,FLATLANDS,02,B1,11234,2.0,1996.0,72.0,485000.0
51257,BAYSIDE,01,A5,11364,1.0,2200.0,51.0,880000.0
76212,ANNADALE,01,A1,10312,1.0,1672.0,42.0,520000.0
74218,ST. ALBANS,01,A1,11412,1.0,1568.0,97.0,214000.0
19028,BELMONT,02,S2,10458,3.0,2640.0,115.0,800000.0
2374,FINANCIAL,13,R4,10005,1.0,4256.917964482139,103.0,2050000.0
14003,UPPER EAST SIDE (79-96),10,D4,10028,2.3948661722025153,4256.917964482139,52.0,715000.0
186,ALPHABET CITY,15,R1,10009,1.0,4256.917964482139,10.0,1875000.0
69788,REGO PARK,13,R4,11375,1.0,4256.917964482139,58.0,24000.0
44819,PARK SLOPE,10,D4,11215,2.3948661722025153,4256.917964482139,89.0,780000.0
77340,CLOVE LAKES,10,D4,10301,2.3948661722025153,4256.917964482139,49.0,218500.0
44936,PARK SLOPE,13,R4,11215,1.0,4256.917964482139,97.0,1910000.0
48377,WILLIAMSBURG-NORTH,13,R4,11211,1.0,4256.917964482139,7.0,2183500.0
6595,KIPS BAY,13,R4,10016,1.0,4256.917964482139,33.0,975000.0
5842,HARLEM-EAST,13,R4,10029,1.0,4256.917964482139,12.0,580000.0
61147,FRESH MEADOWS,01,A5,11365,1.0,1828.0,72.0,675000.0
53442,CORONA,01,A5,11368,1.0,1172.0,116.0,765000.0
73301,SOUTH OZONE PARK,02,B2,11420,2.0,1506.0,72.0,650500.0
77286,CLOVE LAKES,01,A2,10310,1.0,1296.0,67.0,1100000.0
71414,ROSEDALE,01,A2,11422,1.0,1100.0,47.0,340000.0
31656,BUSHWICK,02,B1,11207,2.0,2160.0,107.0,850000.0
59234,FLUSHING-SOUTH,01,A5,11367,1.0,1224.0,77.0,785000.0
55194,ELMHURST,10,D4,11373,2.3948661722025153,4256.917964482139,53.0,321973.0
66014,LITTLE NECK,09,C6,11362,2.3948661722025153,4256.917964482139,64.0,170000.0
26875,BEDFORD STUYVESANT,02,S2,11216,3.0,3300.0,117.0,1090000.0
23009,RIVERDALE,10,D4,10471,2.3948661722025153,4256.917964482139,55.0,125000.0
68215,OZONE PARK,02,B3,11416,2.0,1196.0,96.0,329550.0
2623,FLATIRON,10,D4,10011,2.3948661722025153,4256.917964482139,52.0,715000.0
60567,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,68.0,229000.0
78267,GRASMERE,04,R3,10304,1.0,4256.917964482139,30.0,490000.0
48973,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,7.0,1486645.0
33415,CLINTON HILL,13,R4,11238,1.0,4256.917964482139,2.0,855330.0
60432,FOREST HILLS,10,D4,11375,2.3948661722025153,4256.917964482139,64.0,488000.0
5874,HARLEM-EAST,13,R4,10029,1.0,4256.917964482139,6.0,958650.0
69233,REGO PARK,01,A1,11374,1.0,1456.0,91.0,755000.0
39605,GERRITSEN BEACH,01,A1,11229,1.0,1104.0,97.0,580000.0
76904,BULLS HEAD,02,B9,10314,2.0,1280.0,39.0,540000.0
80002,MIDLAND BEACH,02,B2,10305,2.0,2008.0,42.0,739999.0
13302,UPPER EAST SIDE (59-79),17,R9,10021,2.3948661722025153,4256.917964482139,56.0,469000.0
62365,HOLLIS,01,A1,11423,1.0,1456.0,92.0,480000.0
20750,KINGSBRIDGE/JEROME PARK,29,G8,10463,1.0,9075.0,86.0,917844.0
7838,MIDTOWN EAST,10,D4,10017,2.3948661722025153,4256.917964482139,57.0,401000.0
66105,LITTLE NECK,10,D4,11362,2.3948661722025153,4256.917964482139,54.0,168000.0
12282,UPPER EAST SIDE (59-79),10,D4,10021,2.3948661722025153,4256.917964482139,92.0,850000.0
75970,WOODSIDE,10,D4,11377,2.3948661722025153,4256.917964482139,56.0,535000.0
67710,OAKLAND GARDENS,01,A1,11364,1.0,2000.0,76.0,750000.0
3766,GREENWICH VILLAGE-CENTRAL,10,D4,10003,2.3948661722025153,4256.917964482139,53.0,855000.0
5954,HARLEM-EAST,17,R9,10128,2.3948661722025153,4256.917964482139,12.0,1075000.0
67614,NEPONSIT,01,A2,11694,1.0,1120.0,66.0,760000.0
78174,GRANT CITY,13,R4,10306,1.0,4256.917964482139,29.0,250000.0
70679,RICHMOND HILL,30,E2,11418,1.0,6048.0,7.0,1800000.0
18703,BAYCHESTER,03,C0,10469,3.0,1560.0,67.0,570000.0
36698,EAST NEW YORK,02,B1,11208,2.0,2000.0,87.0,400000.0
37013,EAST NEW YORK,07,C3,11208,4.0,3184.0,92.0,620000.0
84343,WILLOWBROOK,02,B1,10314,2.0,2404.0,42.0,995000.0
54779,ELMHURST,02,B3,11377,2.0,1362.0,97.0,720000.0
14795,UPPER EAST SIDE (79-96),13,R4,10128,1.0,4256.917964482139,15.0,2141075.0
59549,FLUSHING-SOUTH,02,B1,11366,2.0,1848.0,76.0,200000.0
32282,CANARSIE,02,B3,11236,2.0,2154.0,72.0,635000.0
52205,BELLE HARBOR,01,A1,11694,1.0,2176.0,87.0,1697740.0
4282,GREENWICH VILLAGE-WEST,09,C6,10014,2.3948661722025153,4256.917964482139,117.0,1125000.0
19506,CASTLE HILL/UNIONPORT,02,B1,10473,2.0,2810.0,56.0,351100.0
25520,BATH BEACH,03,C0,11214,3.0,2840.0,1.0,1456097.0
40515,GRAVESEND,13,R4,11204,1.0,4256.917964482139,3.0,405600.0
78477,GREAT KILLS,01,A5,10308,1.0,4256.917964482139,1.0,548836.0
67882,OAKLAND GARDENS,09,C6,11364,2.3948661722025153,4256.917964482139,65.0,237000.0
39139,FLATLANDS,01,A9,11234,1.0,906.0,66.0,442000.0
31515,BUSHWICK,02,B2,11221,2.0,2850.0,27.0,875000.0
18585,BAYCHESTER,02,B1,10469,2.0,1800.0,66.0,480000.0
25281,WOODLAWN,01,A5,10470,1.0,1380.0,97.0,425000.0
12383,UPPER EAST SIDE (59-79),10,D4,10075,2.3948661722025153,4256.917964482139,53.0,450000.0
15244,UPPER WEST SIDE (59-79),10,D4,10023,2.3948661722025153,4256.917964482139,92.0,419000.0
26770,BEDFORD STUYVESANT,02,B1,11206,2.0,3025.0,13.0,920000.0
28487,BERGEN BEACH,01,A9,11234,1.0,1036.0,92.0,500000.0
36138,DYKER HEIGHTS,03,C0,11228,3.0,2248.0,102.0,1210000.0
80795,NEW SPRINGVILLE,01,A5,10314,1.0,1560.0,37.0,534000.0
35416,DOWNTOWN-FULTON FERRY,44,RG,11201,1.0,4256.917964482139,7.0,128808.0
37766,FLATBUSH-EAST,01,A9,11203,1.0,1312.0,96.0,500000.0
26037,BAY RIDGE,04,R3,11209,1.0,4256.917964482139,12.0,842500.0
48371,WILLIAMSBURG-NORTH,13,R4,11211,1.0,4256.917964482139,2.0,911333.0
48805,WILLIAMSBURG-SOUTH,13,R4,11249,1.0,4256.917964482139,4.0,600767.0
25113,WILLIAMSBRIDGE,03,C0,10467,3.0,1680.0,102.0,600000.0
61876,GLENDALE,02,B3,11385,2.0,1312.0,96.0,700000.0
60289,FOREST HILLS,02,B9,11375,2.0,1836.0,92.0,990000.0
8148,MIDTOWN EAST,10,D4,10022,2.3948661722025153,4256.917964482139,87.0,3000000.0
29127,BOROUGH PARK,02,B9,11204,2.0,2854.0,52.0,1450000.0
58936,FLUSHING-NORTH,43,RB,11354,1.0,4256.917964482139,3.0,2730938.0
72396,SOUTH JAMAICA,01,A1,11433,1.0,1264.0,76.0,268800.0
11151,TRIBECA,13,R4,10280,1.0,4256.917964482139,31.0,890000.0
64115,JACKSON HEIGHTS,10,D4,11372,2.3948661722025153,4256.917964482139,76.0,330000.0
50261,ASTORIA,07,C7,11102,8.0,7500.0,85.0,400000.0
78609,GREAT KILLS,01,A1,10308,1.0,1384.0,67.0,233200.0
64400,JACKSON HEIGHTS,10,D4,11372,2.3948661722025153,4256.917964482139,86.0,352450.0
15430,UPPER WEST SIDE (59-79),10,D4,10024,2.3948661722025153,4256.917964482139,87.0,750000.0
21036,MORRIS PARK/VAN NEST,01,A1,10461,1.0,1404.0,97.0,489850.0
80445,NEW DORP,01,A2,10306,1.0,1717.0,61.0,610000.0
82943,STAPLETON,02,B9,10304,2.0,1540.0,16.0,214000.0
23755,SOUNDVIEW,02,B1,10472,2.0,2040.0,66.0,425000.0
51291,BAYSIDE,02,B2,11360,2.0,3287.0,42.0,1144250.0
43417,OCEAN PARKWAY-NORTH,02,B1,11230,2.0,3064.0,87.0,2400000.0
76770,BULLS HEAD,01,A5,10314,1.0,1768.0,32.0,390000.0
50697,ASTORIA,44,RG,11106,1.0,4256.917964482139,9.0,29000.0
61556,GLEN OAKS,10,D4,11005,2.3948661722025153,4256.917964482139,45.0,510000.0
35260,DOWNTOWN-FULTON FERRY,13,R4,11201,1.0,4256.917964482139,112.0,894023.0
33730,CONEY ISLAND,01,A5,11224,1.0,1680.0,17.0,490000.0
2499,FINANCIAL,13,R4,10006,1.0,4256.917964482139,9.0,1355000.0
30853,BROOKLYN HEIGHTS,10,D4,11201,2.3948661722025153,4256.917964482139,117.0,651000.0
56153,FLUSHING-NORTH,01,A1,11354,1.0,2760.0,81.0,1230000.0
26839,BEDFORD STUYVESANT,02,B3,11221,2.0,2268.0,117.0,849750.0
66973,MASPETH,02,B2,11379,2.0,1722.0,96.0,900000.0
40176,GRAVESEND,02,B3,11223,2.0,2106.0,91.0,735000.0
77317,CLOVE LAKES,02,B9,10310,2.0,2522.0,12.0,295000.0
18565,BAYCHESTER,02,B3,10469,2.0,1260.0,67.0,523000.0
77609,DONGAN HILLS-COLONY,01,A3,10304,1.0,2935.0,31.0,1300000.0
